NVO,open,high,low,close,volume,market_return,stock_return,residual_return,residual_price,residual_gap_pct,volume_gap_product,earnings_classification,is_earnings_date,event_strength
2024-02-26 05:00:00,123.2,124.165,122.79,123.49,4451787.0,,,,100.0,,,none,False,0.0
2024-02-27 05:00:00,119.97,122.56,119.79,122.23,7636985.0,0.0018577442241940467,-0.01020325532431765,-0.009779489402973598,99.02205105970265,0.9779489402973573,7468581.387816814,none,False,0.0
2024-02-28 05:00:00,121.96,122.15,120.93,121.54,3075200.0,-0.0013216814944864153,-0.005645095312116433,-0.002750986432839145,98.74964274068549,0.275098643283922,845983.3478267168,none,False,0.0
2024-02-29 05:00:00,120.11,120.28,118.91,119.77,5479768.0,0.0035949907162327044,-0.01456310679611661,-0.015489142699859078,97.22009543271491,1.5489142699859015,8487690.851412104,none,False,0.0
2024-03-01 05:00:00,122.8,124.43,122.25,124.23,5447082.0,0.00938828530940028,0.03723803957585381,0.03181074282573315,100.31273888601824,3.181074282573304,17327572.46526796,none,False,0.0
2024-03-04 05:00:00,127.33,128.77,126.99,127.95,6816949.0,-0.0010724383347958666,0.029944457860420215,0.032644910356805154,103.5874392545979,3.264491035680517,22253868.901191264,none,False,0.0
2024-03-05 05:00:00,126.25,126.83,123.97,124.65,4807804.0,-0.009994144056217014,-0.02579132473622503,-0.016158905635879815,101.91357959862042,1.615890563587985,7768885.115180569,none,False,0.0
2024-03-06 05:00:00,124.36,125.175,123.36,124.75,3895545.0,0.005067234512401875,0.0008022462896108973,-0.0012676902477770776,101.7843847476472,0.12676902477770646,493834.4406276705,none,False,0.0
2024-03-07 05:00:00,133.44,138.28,132.87,135.92,19606772.0,0.0099264345267287,0.08953907815631257,0.08369365145224027,110.30309156799748,8.369365145224016,164096234.18715417,surprising_positive,True,5.409999999999997
2024-03-08 05:00:00,133.9,134.83,131.1,133.07,12765042.0,-0.006002214409199347,-0.020968216597998746,-0.014437437908415422,108.71059753237826,1.4437437908415451,18429450.12733154,none,False,0.0
2024-03-11 04:00:00,133.37,133.52,130.75,131.24,5734460.0,-0.0008598452278590907,-0.013752160517020995,-0.011216888128962155,107.49120292142496,1.1216888128962044,6432279.630000768,none,False,0.0
2024-03-12 04:00:00,131.6,135.12,131.45,135.11,6340618.0,0.01075731497418242,0.029487960987503836,0.022996958684608115,109.9631736739678,2.299695868460816,14581493.018088281,none,False,0.0
2024-03-13 04:00:00,134.24,135.5,132.7,133.49,6847024.0,-0.0015673981191220987,-0.011990230182814088,-0.008905204959824324,108.98392907436836,0.8905204959824276,6097415.208483585,none,False,0.0
2024-03-14 04:00:00,135.85,135.92,133.87,134.58,3506857.0,-0.0019768591197162344,0.0081654056483631,0.011568572947584737,110.24471760797958,1.1568572947584732,4056933.102124815,none,False,0.0
2024-03-15 04:00:00,133.88,134.0,131.86,132.37,3780112.0,-0.009942712884746241,-0.016421459355030477,-0.006829001129227663,109.49185630694329,0.6829001129227796,2581438.9116607546,none,False,0.0
2024-03-18 04:00:00,131.57,133.7484,131.07,132.89,3898758.0,0.005943157523095932,0.003928382564024835,0.0011778733595522572,109.62082384757517,0.11778733595522173,459224.31835410837,none,False,0.0
2024-03-19 04:00:00,132.04,132.21,130.51,131.37,4393496.0,0.005557072105447869,-0.011438031454586328,-0.013888560890057276,108.09834836074987,1.388856089005741,6101933.671622368,none,False,0.0
2024-03-20 04:00:00,131.15,131.43,128.832,130.36,4403906.0,0.009249384343914091,-0.007688208875694547,-0.013007582669816302,106.69225015797683,1.3007582669816165,5728417.136509943,none,False,0.0
2024-03-21 04:00:00,129.0,131.07,127.11,129.83,6548847.0,0.0033046418690441115,-0.004065664314206852,-0.004766105631548964,106.18374362365626,0.4766105631549111,3121249.6566853505,none,False,0.0
2024-03-22 04:00:00,129.22,129.49,128.11,128.76,3229452.0,-0.001895825354270464,-0.008241546637911323,-0.004901340769317747,105.66330091199485,0.4901340769317697,1582864.4750154575,none,False,0.0
2024-03-25 04:00:00,129.0,130.25,128.71,129.05,3319962.0,-0.0027628019416359173,0.0022522522522523403,0.006266079616296392,106.32539556803009,0.6266079616296327,2080314.6215078388,none,False,0.0
2024-03-26 04:00:00,130.1,130.16,128.44,129.41,4218215.0,-0.001846970775535417,0.002789616427741004,0.006091863376951175,106.9731153513308,0.6091863376951112,2569678.9474605834,none,False,0.0
2024-03-27 04:00:00,128.33,128.62,127.29,128.05,3941235.0,0.008403847265858522,-0.010509234216830143,-0.015171644536644687,105.35015727024293,1.5171644536644657,5979501.6455382705,none,False,0.0
2024-03-28 04:00:00,128.39,130.16,127.79,128.4,3656540.0,-0.00019114245847418054,0.002733307301835186,0.00474901253422981,105.85046648760239,0.47490125342297684,1736495.4291912518,none,False,0.0
2024-04-01 04:00:00,129.11,129.11,127.15,127.55,3065147.0,-0.001739728908176863,-0.006619937694704148,-0.003401015287491695,105.49046743288993,0.34010152874917043,1042461.1805409335,none,False,0.0
2024-04-02 04:00:00,125.05,126.68,124.08,126.46,4322447.0,-0.006358204381798571,-0.008545668365346981,-0.0017382933971532176,105.30709404988872,0.17382933971533676,751368.1079645383,none,False,0.0
2024-04-03 04:00:00,125.38,128.13,125.38,126.99,3616445.0,0.0010986045794463273,0.004191048552902199,0.005204649067478635,105.85518051873434,0.5204649067478417,1882232.7096836986,none,False,0.0
2024-04-04 04:00:00,126.9,127.4799,123.77,123.96,4006827.0,-0.012206156985810623,-0.023860146468225873,-0.012509042596799826,104.53103355653357,1.2509042596799747,5012156.962100734,none,False,0.0
2024-04-05 04:00:00,124.67,126.17,124.6,125.86,4997816.0,0.010446917574599812,0.015327525008067111,0.009077694570176594,105.47993435226466,0.9077694570176487,4536864.716594117,none,False,0.0
2024-04-08 04:00:00,127.0,127.63,125.99,127.46,3017070.0,0.00055938120864929,0.012712537740346308,0.014145102802191464,106.97195886724586,1.41451028021915,4267676.531140791,none,False,0.0
2024-04-09 04:00:00,126.18,126.74,124.22,124.86,3197244.0,0.001156693399136488,-0.020398556409853996,-0.019430089614179413,104.89348412025095,1.943008961417958,6212273.743839798,none,False,0.0
2024-04-10 04:00:00,123.39,125.26,123.24,124.93,3025305.0,-0.010013094046060322,0.0005606279032517314,0.010207770723571683,105.96421275654708,1.0207770723571707,3088161.9808875103,none,False,0.0
2024-04-11 04:00:00,125.48,125.88,124.13,125.4,2418961.0,0.007546876215669407,0.0037621067797966035,-0.00023445612406826355,105.93936879793424,0.023445612406824967,56714.02203322573,none,False,0.0
2024-04-12 04:00:00,126.74,127.06,124.35,124.51,3343015.0,-0.013803088803088781,-0.0070972886762360465,0.00549459564366353,106.52146279222386,0.5494595643663835,1836851.5655702858,none,False,0.0
2024-04-15 04:00:00,125.81,126.05,123.52,123.9,2896694.0,-0.01252813937555064,-0.004899204883141883,0.006702072132572271,107.23537731952446,0.6702072132572345,1941385.2133989518,none,False,0.0
2024-04-16 04:00:00,123.07,124.2505,121.79,123.45,3044113.0,-0.0018237684606997595,-0.003631961259079941,-0.0003477419916379748,107.19808707584131,0.034774199163800645,105856.59173911468,none,False,0.0
2024-04-17 04:00:00,124.95,125.21,123.26,124.53,3075118.0,-0.005918217385259994,0.008748481166464206,0.015213996039580055,108.82899834806372,1.5213996039580069,4678483.3073241385,none,False,0.0
2024-04-18 04:00:00,123.3,124.095,122.51,122.75,2841036.0,-0.002057736489861184,-0.014293744479241921,-0.01082773726505707,107.65062654713155,1.0827737265057147,3076199.13685689,none,False,0.0
2024-04-19 04:00:00,123.48,124.54,122.46,122.71,5183469.0,-0.008728379244074214,-0.00032586558044811476,0.008323082457275649,108.54661158846073,0.8323082457275754,4314243.99017327,none,False,0.0
2024-04-22 04:00:00,122.59,126.25,122.57,125.26,3798340.0,0.00920914451894328,0.02078070246923658,0.015492594122727283,110.22828018519807,1.54925941227273,5884613.996012001,none,False,0.0
2024-04-23 04:00:00,126.57,128.76,126.34,128.64,3703606.0,0.01186664532137982,0.026983873543030334,0.01963094627201236,112.39216563117003,1.963094627201234,7270529.039870253,none,False,0.0
2024-04-24 04:00:00,127.16,127.32,125.35,126.16,3143089.0,-0.0004746366063481666,-0.019278606965174028,-0.017042633095049935,110.4767071895599,1.7042633095050053,5356651.261208777,none,False,0.0
2024-04-25 04:00:00,123.69,125.85,123.2096,125.79,3434352.0,-0.003798895945865799,-0.002932783766645408,0.0018860655584615965,110.68507350200238,0.18860655584616026,647741.3022833721,none,False,0.0
2024-04-26 04:00:00,126.15,127.9,125.99,126.85,3312457.0,0.0094738723708514,0.008426742984338986,0.002932946994024184,111.00970695561342,0.29329469940242436,971526.0800984564,none,False,0.0
2024-04-29 04:00:00,127.32,127.97,126.52,126.88,2110861.0,0.0035414945106835294,0.00023649980291673423,-0.0006479707408054973,110.9377759135608,0.06479707408054702,136777.61659073757,none,False,0.0
2024-04-30 04:00:00,128.05,130.4631,127.49,128.31,7841046.0,-0.015841273575657788,0.01127049180327866,0.025446000288479462,113.76069859146054,2.544600028847954,19952325.877798136,none,False,0.0
2024-05-01 04:00:00,127.8,130.13,127.5,129.21,5217688.0,-0.003247141320371294,0.007014262333411292,0.011404410605498218,115.05807230896588,1.1404410605498239,5950465.63633809,none,False,0.0
2024-05-02 04:00:00,127.94,127.94,123.83,124.02,8487072.0,0.009353452583191757,-0.04016716972370571,-0.04556740222150266,109.81517484923249,4.556740222150268,38673382.35068532,none,False,0.0
2024-05-03 04:00:00,122.92,123.77,121.2902,123.05,5932926.0,0.01239530324931204,-0.007821319142073846,-0.015585001846612358,108.10370514642113,1.558500184661249,9246466.266581526,none,False,0.0
2024-05-06 04:00:00,122.0,124.64,121.78,124.59,3636591.0,0.010326820395470282,0.012515237708248694,0.006358720103234616,108.79110634956983,0.6358720103234683,2312406.4298942317,none,False,0.0
2024-05-07 04:00:00,126.65,127.8,126.38,127.29,4167492.0,0.0011034322550669273,0.021671081146159343,0.022680930664320777,111.25858988957917,2.2680930664320753,9452259.709611142,none,False,0.0
2024-05-08 04:00:00,127.51,128.43,126.62,126.69,4060256.0,9.668561704767598e-05,-0.00471364600518509,-0.0029215767757589488,110.93353937725408,0.2921576775758994,1186234.9633236108,none,False,0.0
2024-05-09 04:00:00,127.44,128.8,126.94,128.66,2374007.0,0.005761905682631019,0.015549767148156812,0.012940086586125601,112.3690289821011,1.2940086586125332,3071985.613606764,none,False,0.0
2024-05-10 04:00:00,129.09,130.27,128.33,128.42,3081075.0,0.0012880404483150976,-0.001865381625991036,-0.0009989685616168178,112.25677585484857,0.09989685616168531,307789.70609836455,none,False,0.0
2024-05-13 04:00:00,131.47,133.5,130.4,132.41,6144954.0,0.00013439827970196383,0.031069926802678838,0.032832694133316916,115.94246824088314,3.283269413331702,20175539.514530294,none,False,0.0
2024-05-14 04:00:00,132.18,133.0,131.3,132.92,2920656.0,0.004588124628054802,0.0038516728343780393,0.0021539940043864194,116.19220762232779,0.215399400438665,629107.5512875896,none,False,0.0
2024-05-15 04:00:00,132.945,134.79,132.9,134.66,3719691.0,0.012382954328301166,0.013090580800481533,0.0053364929324816,116.81226651711376,0.5336492932481507,1985010.473251507,none,False,0.0
2024-05-16 04:00:00,133.13,133.67,132.48,133.04,2894421.0,-0.002057457812676855,-0.012030298529630223,-0.00856450784140973,115.8118269445551,0.8564507841409719,2478929.135084096,none,False,0.0
2024-05-17 04:00:00,131.94,132.0863,130.85,131.89,2590304.0,0.0014375153681740471,-0.008644016837041524,-0.00789374245566646,114.89763820933456,0.7893742455666541,2044719.2657882865,none,False,0.0
2024-05-20 04:00:00,131.45,133.62,131.0,132.91,2411685.0,0.0011521390121822517,0.007733717491849257,0.008705722944732907,115.89790521458919,0.870572294473293,2099546.1439968236,none,False,0.0
2024-05-21 04:00:00,133.36,135.48,133.32,135.16,3559763.0,0.0024525525412217863,0.016928748777368163,0.01689036188644289,117.85546277554424,1.6890361886442662,6012568.529996879,none,False,0.0
2024-05-22 04:00:00,133.6,134.65,132.77,134.03,2683027.0,-0.002879403794037838,-0.008360461675051778,-0.004256037269136088,117.35386553360026,0.4256037269135926,1141906.2906097956,none,False,0.0
2024-05-23 04:00:00,136.46,137.22,135.0,135.57,4370676.0,-0.007304229658569694,0.01148996493322385,0.019032380467632917,119.58738895178315,1.9032380467632892,8318436.853275185,none,False,0.0
2024-05-24 04:00:00,134.5,136.695,134.22,136.04,2845222.0,0.006616472735569312,0.003466843696983135,0.0001931835713142446,119.61049127066501,0.019318357131425934,54965.01471418996,none,False,0.0
2024-05-28 04:00:00,134.45,134.59,132.7,134.08,3145648.0,0.0006988516168024983,-0.014407527197882852,-0.013083327536303863,118.04558803659269,1.3083327536303813,4115554.3097919016,none,False,0.0
2024-05-29 04:00:00,132.35,133.14,132.06,132.68,3169150.0,-0.007002510333893097,-0.01044152744630078,-0.003133541106009368,117.67568733409696,0.31335411060094964,993066.1796109995,none,False,0.0
2024-05-30 04:00:00,133.89,134.58,132.78,132.8,2759864.0,-0.006633719825128281,0.0009044317154054404,0.007925876045632885,118.60837024549167,0.7925876045632885,2187433.9966804557,none,False,0.0
2024-05-31 04:00:00,135.04,135.86,133.7601,135.28,3446348.0,0.00910813034576452,0.01867469879518069,0.01346507621102069,120.20544099011217,1.3465076211020666,4640533.846969865,none,False,0.0
2024-06-03 04:00:00,133.85,136.69,133.68,135.62,4496711.0,0.0008153668202588449,0.0025133057362507483,0.0037469756802586025,120.65584785413688,0.3746975680258613,1684906.6758151387,none,False,0.0
2024-06-04 04:00:00,136.44,140.0,135.78,139.92,5071172.0,0.001117847669571903,0.03170623801799133,0.03270488708020286,124.60188373377257,3.2704887080202916,16585210.762428679,none,False,0.0
2024-06-05 04:00:00,141.36,142.4095,140.08,141.0,3786730.0,0.011885160582145726,0.007718696397941871,0.0003513831817581964,124.645666740132,0.03513831817580915,133059.32358588176,none,False,0.0
2024-06-06 04:00:00,141.19,142.94,140.8901,142.4,4369174.0,-1.8703125292174327e-05,0.009929078014184523,0.01181080172598754,126.11783199600322,1.1810801725987474,5160344.782033959,none,False,0.0
2024-06-07 04:00:00,143.07,143.73,142.27,142.88,3511197.0,-0.001215725881868801,0.003370786516853963,0.006182570245414392,126.89756435151787,0.6182570245414354,2170822.2097988143,none,False,0.0
2024-06-10 04:00:00,142.115,143.94,141.25,143.63,3655019.0,0.0030898297784685003,0.005249160134378483,0.004715623026219347,127.49596542794504,0.47156230262193066,1723569.1757669065,none,False,0.0
2024-06-11 04:00:00,141.91,142.94,141.02,141.79,4433332.0,0.0024082440353956347,-0.012810694144677282,-0.01281465431360019,125.8621487046072,1.2814654313600293,5681161.703742222,none,False,0.0
2024-06-12 04:00:00,143.52,144.5,142.0,143.26,3242786.0,0.008213055219294052,0.010367444812751314,0.005853275662998079,126.59885455651252,0.5853275662998092,1898092.037411093,none,False,0.0
2024-06-13 04:00:00,142.83,142.91,141.14,142.49,2857184.0,0.002013447613418151,-0.005374842942900915,-0.005072055086506194,125.9567381923133,0.5072055086506211,1449179.4640284162,none,False,0.0
2024-06-14 04:00:00,142.21,143.18,141.89,142.5,2831653.0,0.0006083510000920445,7.018036353412249e-05,0.0014646969882884833,126.14122664739824,0.14646969882887717,414751.3620978865,none,False,0.0
2024-06-17 04:00:00,142.0,142.13,140.34,140.37,3164448.0,0.007959025756291815,-0.014947368421052598,-0.019264162336860888,123.71122157989201,1.926416233686079,6096043.997855445,none,False,0.0
2024-06-18 04:00:00,141.06,141.71,139.78,140.8,2640226.0,0.002540668981904526,0.0030633326209303924,0.0029564812184929325,124.07697148300979,0.2956481218493012,780577.8581576932,none,False,0.0
2024-06-20 04:00:00,141.51,143.59,140.81,140.99,3205591.0,-0.002716549071086094,0.001349431818181701,0.005327321732146128,124.7379694296501,0.5327321732146117,1707721.4598672006,none,False,0.0
2024-06-21 04:00:00,141.46,142.56,141.21,141.96,3033303.0,-0.004552102376599643,0.006879920561742026,0.012283994504962016,126.27024996068403,1.2283994504961981,3726107.7383884694,none,False,0.0
2024-06-24 04:00:00,141.87,142.66,141.51,142.28,2992090.0,-0.0032506290058951226,0.0022541561003099897,0.006647014226356595,127.10957010853829,0.6647014226356607,1988846.479653934,none,False,0.0
2024-06-25 04:00:00,145.51,148.15,144.68,146.91,6341691.0,0.0038508309687881326,0.03254146752881648,0.031416649447983724,131.10292691412215,3.1416649447983724,19923468.305443335,none,False,0.0
2024-06-26 04:00:00,145.56,145.6193,142.7941,143.67,4384515.0,0.0012480957362845935,-0.02205431897079846,-0.02115686975499241,128.32919936490177,2.1156869754992536,9276261.27938111,none,False,0.0
2024-06-27 04:00:00,143.86,145.36,143.43,144.49,2592441.0,0.0015765063885171404,0.00570752418737408,0.0063498056421325035,129.14406483907936,0.63498056421325,1646149.648869562,none,False,0.0
2024-06-28 04:00:00,144.66,145.59,142.67,142.74,2757544.0,-0.003935062320405525,-0.01211156481417397,-0.007186917249317204,128.21591713184043,0.7186917249317304,1981824.0539351436,none,False,0.0
2024-07-01 04:00:00,143.59,145.99,143.56,145.42,3435776.0,0.002057991253537228,0.01877539582457599,0.01904357426486064,130.65760647167787,1.9043574264860696,6542945.541342602,none,False,0.0
2024-07-02 04:00:00,141.69,143.37,139.03,142.98,6594458.0,0.006729746580115048,-0.016778985008939595,-0.020140656388511192,128.0260765151865,2.0140656388511036,13281671.26464677,none,False,0.0
2024-07-03 04:00:00,141.34,141.52,136.01,138.87,7455753.0,0.004462578095116854,-0.028745279060008344,-0.03034541103060521,124.14107260069744,3.0345411030605285,22624788.932766844,none,False,0.0
2024-07-05 04:00:00,140.41,142.86,140.3509,142.37,3664490.0,0.005766510717005735,0.02520342766616257,0.02259016909500481,126.94544042238248,2.2590169095004997,8278144.874695486,none,False,0.0
2024-07-08 04:00:00,142.28,143.69,142.18,143.07,2909444.0,0.001153901629886045,0.004916766172648579,0.0058874021108407835,127.69281927628681,0.58874021108406,1712906.674697252,none,False,0.0
2024-07-09 04:00:00,140.75,141.29,139.07,140.43,4584970.0,0.000972482351246251,-0.018452505766408,-0.017340911090042432,125.47850945037986,1.7340911090042432,7950755.712051185,none,False,0.0
2024-07-10 04:00:00,139.85,142.79,139.6821,142.74,3045219.0,0.009895289842035249,0.016449476607562463,0.010628248629712154,126.81212624650419,1.0628248629712234,3236534.4663923657,none,False,0.0
2024-07-11 04:00:00,142.27,142.53,138.8,139.79,3837819.0,-0.00862253260172452,-0.020666946896455207,-0.01210023934197757,125.27766916745642,1.210023934197746,4643852.845118859,none,False,0.0
2024-07-12 04:00:00,141.75,143.4899,141.63,142.08,2877642.0,0.006307504312823342,0.016381715430288546,0.013348116886454948,126.94989013876625,1.3348116886454875,3841110.177337178,none,False,0.0
2024-07-15 04:00:00,143.25,143.49,141.07,141.39,2434117.0,0.002750049108019681,-0.004856418918919081,-0.005125954015157198,126.29915083968568,0.5125954015157141,1247717.1809512256,none,False,0.0
2024-07-16 04:00:00,142.0,142.23,140.61,140.87,2221103.0,0.005930226345876477,-0.0036777707051416364,-0.006418232672972018,125.4885335031978,0.6418232672971924,1425555.5844635959,none,False,0.0
2024-07-17 04:00:00,136.41,136.62,134.43,135.42,6703784.0,-0.014021173388096053,-0.03868815219706123,-0.025926821012703976,122.2350147559137,2.592682101270394,17380780.787582844,none,False,0.0
2024-07-18 04:00:00,134.94,134.97,126.83,129.99,9758249.0,-0.007684849355406476,-0.040097474523703824,-0.032259325963608074,118.29179557073624,3.225932596360803,31479453.53250521,none,False,0.0
2024-07-19 04:00:00,132.61,133.5,131.3,131.54,4319544.0,-0.006640610863822172,0.011923994153396178,0.01895079266718271,120.53351886282604,1.8950792667182803,8185878.276077348,none,False,0.0
2024-07-22 04:00:00,132.003,133.26,131.85,133.18,3720422.0,0.010309841709320589,0.012467690436369194,0.006324364892273042,121.29581681786424,0.632436489227306,2352930.628124032,none,False,0.0
2024-07-23 04:00:00,133.56,134.67,133.02,133.28,2383245.0,-0.0015685567474984508,0.0007508634930168956,0.0038367889444452623,121.76120326683848,0.38367889444452796,914400.8067904491,none,False,0.0
2024-07-24 04:00:00,132.5,132.9,130.92,131.6,2663352.0,-0.0226624291234786,-0.012605042016806789,0.006870352379715054,122.59774563945977,0.6870352379715117,1829816.6751219016,none,False,0.0
2024-07-25 04:00:00,129.1,129.98,126.35,127.86,5326126.0,-0.005210354193226685,-0.028419452887538,-0.02250393194613928,119.83881431483927,2.250393194613931,11985877.704056319,none,False,0.0
2024-07-26 04:00:00,126.86,128.26,126.36,126.73,3179137.0,0.01119964339443924,-0.008837791334271872,-0.015672472966316593,117.96064373717452,1.5672472966316575,4982493.868871678,none,False,0.0
2024-07-29 04:00:00,128.01,129.5295,127.38,128.05,3093983.0,0.0005877599000807532,0.010415844709224409,0.01182636015999635,119.35568879471536,1.1826360159996385,3659055.72869061,none,False,0.0
2024-07-30 04:00:00,131.1,131.67,127.59,129.23,4388093.0,-0.005066451281298123,0.009215150331901345,0.015018861916339731,121.14827540365283,1.5018861916339832,6590416.28430574,none,False,0.0
2024-07-31 04:00:00,132.75,132.89,131.64,132.63,3580362.0,0.01625461254612537,0.026309680414764447,0.015547400357297108,123.03181614394951,1.554740035729707,5566532.143805285,none,False,0.0
2024-08-01 04:00:00,132.05,134.34,131.1,132.46,3669049.0,-0.014160962945480193,-0.0012817612908089249,0.011588183265657503,124.45753137693228,1.158818326565747,4251761.222267727,none,False,0.0
2024-08-02 04:00:00,129.78,130.13,126.85,127.49,4774033.0,-0.018618441649325135,-0.03752076098444823,-0.02118745477072291,121.8205930600077,2.1187454770722924,10114960.826143868,none,False,0.0
2024-08-05 04:00:00,123.885,127.42,122.73,126.0,5888813.0,-0.029123662976168085,-0.011687191152247145,0.012808438016161643,123.38092457530887,1.2808438016161716,7542649.629926733,none,False,0.0
2024-08-06 04:00:00,128.75,131.27,128.28,130.12,6994281.0,0.009219529166183404,0.03269841269841267,0.02740223571232814,126.76183775292648,2.740223571232825,19165893.660025895,none,False,0.0
